SERIAL NO,NAME,CATEGORY,DESCRIPTION & COLOR,FABRIC,IMAGE,SIZE,PRICE,PRODUCT ID,WEBSITE,PRODUCT URL
97,Blue Swimming Goggle,men-swimwear,"Blue Swimming Goggle,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Blue Swimming Goggle Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/8838391a-75fd-4664-a964-fd498ccef8c81543037056359-1.jpg",, 2399,7934365,Myntra,https://www.myntra.com/swimwear-accessories/speedo/blue-swimming-goggle/7934365/buy
98,White Swimming Goggles,men-swimwear,"White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/7d37f432-1be9-4ecb-8ba6-3580007a0a691543051680827-1.jpg",, 999,7951141,Myntra,https://www.myntra.com/swimwear-accessories/speedo/white-swimming-goggles/7951141/buy
99,Futura Plus Black Swimming Goggles,men-swimwear,"Futura Plus Black Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Futura Plus Black Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/d10f2239-59ab-419e-b578-3b47c3e0242b1543035531915-1.jpg",, 1399,7932193,Myntra,https://www.myntra.com/swimwear-accessories/speedo/futura-plus-black-swimming-goggles/7932193/buy
100,White Swimming Goggles,men-swimwear,"White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/8340a89a-4572-4621-819a-ea10ab0c87071543043867814-1.jpg",, 1999,7940001,Myntra,https://www.myntra.com/swimwear-accessories/speedo/white-swimming-goggles/7940001/buy
101,Pink Swimming Cap,men-swimwear,"Pink Swimming Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Pink Swimming Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/74f2a50a-41b9-4c93-811f-f0e7a0ebc93d1543029685547-1.jpg",, 699,7923837,Myntra,https://www.myntra.com/swimwear-accessories/speedo/pink-swimming-cap/7923837/buy
102,Speedo Men Navy Blue Solid ESSENTIAL SPLICE Swim Shorts 809307B353,men-swimwear,"Speedo Men Navy Blue Solid ESSENTIAL SPLICE Swim Shorts 809307B353,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Solid ESSENTIAL SPLICE Swim Shorts 809307B353 Online in India, Buy Swim Bottoms at best price","53% polyester, 47% PBT polyester","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6888590/2018/12/12/4942c3e8-8571-48cc-ac9b-a7a4418515501544609086723-Speedo-Men-Swimwear-1311544609085805-1.jpg",The model (height 6') is wearing a size M, 799,6888590,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-solid-essential-splice-swim-shorts-809307b353/6888590/buy
103,Speedo Men Black Solid Swim Shorts 810855B442,men-swimwear,"Speedo Men Black Solid Swim Shorts 810855B442,  Speedo, Swimwear, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Solid Swim Shorts 810855B442 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1930947/2017/6/8/11496921904289-Speedo-Men-Black-Solid-Swim-Shorts-810855B442-1631496921904041-1.jpg",, 1399,6674356,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-black-solid-swim-shorts-810855b442/6674356/buy
104,Futura Biofuse Polarised White Swimming Goggles,men-swimwear,"Futura Biofuse Polarised White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Futura Biofuse Polarised White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/6f336d5a-4c25-42bb-9ddb-d5e12ac18a801543030369490-1.jpg",, 2399,7924723,Myntra,https://www.myntra.com/swimwear-accessories/speedo/futura-biofuse-polarised-white-swimming-goggles/7924723/buy
105,White Swimming Goggles,men-swimwear,"White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/b83fb539-f7f6-4916-9c27-594b946280771543028094404-1.jpg",, 1999,7921757,Myntra,https://www.myntra.com/swimwear-accessories/speedo/white-swimming-goggles/7921757/buy
106,Speedo Men Black Solid STROM WAVE Swim Shorts,men-swimwear,"Speedo Men Black Solid STROM WAVE Swim Shorts,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Solid STROM WAVE Swim Shorts Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6888752/2018/12/12/c548cb8c-2fde-4c7c-ba89-89f861de1dfa1544609138051-Speedo-Men-Swimwear-5611544609136940-1.jpg",The model (height 6') is wearing a size M, 2299,6888752,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-solid-strom-wave-swim-shorts/6888752/buy
107,Speedo Men Black Printed Swim Shorts 810856B442,men-swimwear,"Speedo Men Black Printed Swim Shorts 810856B442,  Speedo, Swimwear, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Printed Swim Shorts 810856B442 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1930951/2017/6/8/11496919647587-Speedo-Men-Black-Printed-Swim-Shorts-810856B442-7661496919646758-1.jpg",, 1599,6674337,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-black-printed-swim-shorts-810856b442/6674337/buy
108,Speedo Men Black Printed Male Monogram Aquashort Swim Shorts 8087428533,men-swimwear,"Speedo Men Black Printed Male Monogram Aquashort Swim Shorts 8087428533,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Printed Male Monogram Aquashort Swim Shorts 8087428533 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501629/2018/6/2/80320c27-2ac3-4720-a721-fc9f67d31df91527922892667-Speedo-Men-Swimwear-2831527922891915-1.jpg",, 629,2501629,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-printed-male-monogram-aquashort-swim-shorts-8087428533/2501629/buy
109,Speedo Men Black Printed Swim Shorts 810856B444,men-swimwear,"Speedo Men Black Printed Swim Shorts 810856B444,  Speedo, Swimwear, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Printed Swim Shorts 810856B444 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1930953/2017/6/8/11496919655659-Speedo-Men-Black-Printed-Swim-Shorts-810856B444-4341496919655439-1.jpg",, 1599,6674301,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-black-printed-swim-shorts-810856b444/6674301/buy
110,Speedo Men Black Solid Swim Shorts 804510B457,men-swimwear,"Speedo Men Black Solid Swim Shorts 804510B457,  Speedo, Swimwear, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Solid Swim Shorts 804510B457 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1930905/2017/6/8/11496921950875-Speedo-Men-Black-Solid-Swim-Shorts-804510B457-611496921950669-1.jpg",, 1299,6674341,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-black-solid-swim-shorts-804510b457/6674341/buy
111,Speedo Men Navy Blue Monogram Jammer Swim Shorts 8087438663,men-swimwear,"Speedo Men Navy Blue Monogram Jammer Swim Shorts 8087438663,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Monogram Jammer Swim Shorts 8087438663 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501636/2018/6/2/b8b76967-2bb2-4cab-8961-a5a0d34186221527928208985-Speedo-Men-Swimwear-5031527928208897-1.jpg",, 746,2501636,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-monogram-jammer-swim-shorts-8087438663/2501636/buy
112,Puma Unisex Blue Swim Cap,men-swimwear,"Puma Unisex Blue Swim Cap,  Puma, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Puma Unisex Blue Swim Cap Online in India, Buy Swimwear Accessories at best price",Wipe with clean cloth,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2355979/2017/12/21/11513834792515-na-8561513834792478-1.jpg",21.5 x 0.7 x 13 cm, 419,2355979,Myntra,https://www.myntra.com/swimwear-accessories/puma/puma-unisex-blue-swim-cap/2355979/buy
113,Assorted Swimming Cap,men-swimwear,"Assorted Swimming Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Assorted Swimming Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/db1383ef-35d2-47ef-8dc8-af8d7450eb8b1543027960119-1.jpg",, 899,7921593,Myntra,https://www.myntra.com/swimwear-accessories/speedo/assorted-swimming-cap/7921593/buy
114,Speedo Men Blue ESSENTIAL ENDURANCE+ JAMMER Swim Shorts 800722B490,men-swimwear,"Speedo Men Blue ESSENTIAL ENDURANCE+ JAMMER Swim Shorts 800722B490,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Blue ESSENTIAL ENDURANCE+ JAMMER Swim Shorts 800722B490 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6674338/2018/7/20/e4de97f1-1bf9-4b86-9270-b1dd2bd53a841532076502349-Speedo-Men-Blue-ESSENTIAL-ENDURANCE-JAMMER-Swim-Shorts-800722B490-2071532076502250-1.jpg",The model (height 6') is wearing a size M, 949,6674338,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-blue-essential-endurance-jammer-swim-shorts-800722b490/6674338/buy
115,Blue Swimming Goggle,men-swimwear,"Blue Swimming Goggle,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Blue Swimming Goggle Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/d729cb12-a219-48a2-99d2-8289fdb537ba1543038790009-1.jpg",, 749,7936897,Myntra,https://www.myntra.com/swimwear-accessories/speedo/blue-swimming-goggle/7936897/buy
116,Speedo Men Navy Blue Solid BOOM SPLICE Swim Shorts 810855B353,men-swimwear,"Speedo Men Navy Blue Solid BOOM SPLICE Swim Shorts 810855B353,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Solid BOOM SPLICE Swim Shorts 810855B353 Online in India, Buy Swim Bottoms at best price","53% polyester, 47% PBT polyester","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6888605/2018/12/12/35882d86-9860-4242-901d-c4966415eb251544609101182-Speedo-Men-Swimwear-2091544609100423-1.jpg",The model (height 6') is wearing a size M, 1399,6888605,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-solid-boom-splice-swim-shorts-810855b353/6888605/buy
117,Black Swimming Goggle,men-swimwear,"Black Swimming Goggle,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Black Swimming Goggle Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/d3fa64c4-a0c1-4a24-816c-5dc04ecbece01543048922322-1.jpg",, 1399,7947413,Myntra,https://www.myntra.com/swimwear-accessories/speedo/black-swimming-goggle/7947413/buy
118,Speedo Men Black Solid ESSENTIAL SPLICE Swim Shorts 809307B346,men-swimwear,"Speedo Men Black Solid ESSENTIAL SPLICE Swim Shorts 809307B346,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Solid ESSENTIAL SPLICE Swim Shorts 809307B346 Online in India, Buy Swim Bottoms at best price","53% polyester, 47% PBT polyester","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6888756/2018/12/12/315fb5e2-4c77-4f6d-98ba-4ef53c585ec01544609168580-Speedo-Men-Swimwear-9731544609167802-1.jpg",The model (height 6') is wearing a size M, 799,6888756,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-solid-essential-splice-swim-shorts-809307b346/6888756/buy
119,Speedo Unisex MARINER OPTICAL SS07 Swimming Goggles 8008513081,men-swimwear,"Speedo Unisex MARINER OPTICAL SS07 Swimming Goggles 8008513081,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Speedo Unisex MARINER OPTICAL SS07 Swimming Goggles 8008513081 Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2284555/2018/2/2/11517571512187-Speedo-Unisex-Swimming-Goggles-721517571512166-1.jpg",, 2299,2284555,Myntra,https://www.myntra.com/swimwear-accessories/speedo/speedo-unisex-mariner-optical-ss07-swimming-goggles-8008513081/2284555/buy
120,Blue Swimming Cap,men-swimwear,"Blue Swimming Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Blue Swimming Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/23/7630a166-998d-4f31-ad2b-a6a0bbd8d5f41542982059477-1.jpg",, 999,7898311,Myntra,https://www.myntra.com/swimwear-accessories/speedo/blue-swimming-cap/7898311/buy
121,Grey Swimming Cap,men-swimwear,"Grey Swimming Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Grey Swimming Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/9b6141ec-c5c8-45f5-9124-db8ecfd102a91543030052409-1.jpg",, 699,7924317,Myntra,https://www.myntra.com/swimwear-accessories/speedo/grey-swimming-cap/7924317/buy
122,Red Swimming Goggles,men-swimwear,"Red Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Red Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/da473be6-b084-411e-b073-e52c8291a6611543038884578-1.jpg",, 749,7937057,Myntra,https://www.myntra.com/swimwear-accessories/speedo/red-swimming-goggles/7937057/buy
123,Speedo Men Black Solid BOOM SPLICE Swim Shorts,men-swimwear,"Speedo Men Black Solid BOOM SPLICE Swim Shorts,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Solid BOOM SPLICE Swim Shorts Online in India, Buy Swim Bottoms at best price","53% polyester, 47% PBT polyester","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6888755/2018/12/12/51634382-256d-4fdc-abc1-2424ce70d9dc1544609151018-Speedo-Men-Swimwear-1081544609150275-1.jpg",The model (height 6') is wearing a size M, 1399,6888755,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-solid-boom-splice-swim-shorts/6888755/buy
124,Aquapulse Max Mirror 2 Black Swimming Goggles,men-swimwear,"Aquapulse Max Mirror 2 Black Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Aquapulse Max Mirror 2 Black Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/e91c10e6-dba8-4ce5-a0ff-645d7e0e08e91543033493722-1.jpg",, 2399,7929327,Myntra,https://www.myntra.com/swimwear-accessories/speedo/aquapulse-max-mirror-2-black-swimming-goggles/7929327/buy
125,Kappa Men Navy Solid Swim Shorts KP SS18 TRI PRINT,men-swimwear,"Kappa Men Navy Solid Swim Shorts KP SS18 TRI PRINT,  Kappa, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Kappa Men Navy Solid Swim Shorts KP SS18 TRI PRINT Online in India, Buy Swim Bottoms at best price","80% polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6541488/2018/12/15/d77277f0-606a-491e-b67d-b294e77ce7f81544873775258-Kappa-Men-Swimwear-8651544873774331-1.jpg",The model (height 6') is wearing a size M, 539,6541488,Myntra,https://www.myntra.com/swim-bottoms/kappa/kappa-men-navy-solid-swim-shorts-kp-ss18-tri-print/6541488/buy
126,Kappa Men Black Solid Swim Shorts KP SS18 TRI PRINT,men-swimwear,"Kappa Men Black Solid Swim Shorts KP SS18 TRI PRINT,  Kappa, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Kappa Men Black Solid Swim Shorts KP SS18 TRI PRINT Online in India, Buy Swim Bottoms at best price","80% polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6541546/2018/12/15/559da865-d801-4712-b9da-71afaea371ea1544873784193-Kappa-Men-Swimwear-2461544873783410-1.jpg",The model (height 6') is wearing a size M, 539,6541546,Myntra,https://www.myntra.com/swim-bottoms/kappa/kappa-men-black-solid-swim-shorts-kp-ss18-tri-print/6541546/buy
127,Kappa Men Black Solid Swim Shorts KP SS18 FLOAT,men-swimwear,"Kappa Men Black Solid Swim Shorts KP SS18 FLOAT,  Kappa, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Kappa Men Black Solid Swim Shorts KP SS18 FLOAT Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6541493/2018/12/15/0f3dc765-a9d1-4282-ac39-98f8854f18f21544872747112-Kappa-Men-Swimwear-5791544872746068-1.jpg",The model (height 6') is wearing a size M, 419,6541493,Myntra,https://www.myntra.com/swim-bottoms/kappa/kappa-men-black-solid-swim-shorts-kp-ss18-float/6541493/buy
128,ADIDAS Originals Men Black & White Monogram Printed Swim Shorts DH4791,men-swimwear,"ADIDAS Originals Men Black & White Monogram Printed Swim Shorts DH4791,  ADIDAS Originals, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy ADIDAS Originals Men Black & White Monogram Printed Swim Shorts DH4791 Online in India, Buy Swim Bottoms at best price",Shell: 100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7101476/2018/10/6/70efc4ae-0ede-4e0d-b56e-9ff4066bfed71538829661276-Adidas-Originals-Men-Black-Printed-Slim-Fit-Sports-Shorts-4761538829661093-1.jpg",The model (height 6') is wearing a size 31, 2099,7101476,Myntra,https://www.myntra.com/swim-bottoms/adidas-originals/adidas-originals-men-black--white-monogram-printed-swim-shorts-dh4791/7101476/buy
129,Kappa Men Grey Solid Swim Shorts KP SS18 LIQUID,men-swimwear,"Kappa Men Grey Solid Swim Shorts KP SS18 LIQUID,  Kappa, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Kappa Men Grey Solid Swim Shorts KP SS18 LIQUID Online in India, Buy Swim Bottoms at best price","80% polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6541438/2018/12/15/86e6299e-bc32-4ab6-a8f5-c3607a22d8461544873650713-Kappa-Men-Swimwear-1931544873650009-1.jpg",The model (height 6') is wearing a size M, 539,6541438,Myntra,https://www.myntra.com/swim-bottoms/kappa/kappa-men-grey-solid-swim-shorts-kp-ss18-liquid/6541438/buy
